Date,Open,High,Low,Close,Adj Close,Volume
2015-05-12,89.089996,90.029999,88.699997,89.800003,65.401855,180700
2015-05-13,89.040001,89.309998,88.730003,89.010002,64.826492,157900
2015-05-14,89.190002,89.949997,89.190002,89.440002,65.139671,118800
2015-05-15,89.779999,90.709999,89.309998,90.559998,65.955368,145600
2015-05-18,88.360001,88.800003,88.029999,88.699997,64.600723,165300
2015-05-19,89.209999,89.209999,88.570000,88.900002,64.746384,94800
2015-05-20,88.680000,88.800003,88.220001,88.489998,64.447769,98000
2015-05-21,88.330002,88.480003,87.949997,88.000000,64.090904,124500
2015-05-22,91.089996,91.430000,90.919998,91.029999,66.297676,202700
2015-05-26,92.830002,93.050003,91.059998,91.620003,66.727379,246200
2015-05-27,91.580002,91.580002,90.779999,91.339996,66.523438,206800
2015-05-28,88.610001,89.059998,87.919998,88.639999,64.557022,218600
2015-05-29,88.120003,88.489998,87.570000,87.669998,63.850563,133700
2015-06-01,87.930000,88.000000,87.089996,87.199997,63.508266,178600
2015-06-02,87.419998,87.900002,87.309998,87.519997,63.741325,113900
2015-06-03,87.339996,87.870003,87.070000,87.480003,63.712189,92200
2015-06-04,86.970001,86.970001,85.320000,86.309998,62.860065,246000
2015-06-05,84.220001,84.839996,83.730003,84.599998,61.614662,133200
2015-06-08,85.580002,86.169998,85.550003,85.620003,62.357544,105600
2015-06-09,83.239998,83.629997,83.230003,83.290001,61.962875,111400
2015-06-10,82.629997,83.139999,82.370003,82.519997,61.390026,192000
2015-06-11,82.639999,83.349998,82.519997,83.110001,61.828964,127800
2015-06-12,83.150002,83.570000,83.070000,83.230003,61.918240,63800
2015-06-15,82.239998,82.260002,81.519997,82.070000,61.055260,136200
2015-06-16,80.949997,81.400002,80.449997,81.309998,60.489861,96600
2015-06-17,82.620003,82.879997,82.029999,82.540001,61.404919,113200
2015-06-18,83.660004,84.709999,83.660004,84.559998,62.907677,219800
2015-06-19,83.779999,84.430000,83.709999,83.820000,62.357162,164500
2015-06-22,84.860001,85.400002,84.739998,84.959999,63.205261,143900
2015-06-23,87.449997,88.599998,87.410004,88.389999,65.756966,234600
2015-06-24,88.349998,88.779999,87.760002,87.970001,65.444527,96300
2015-06-25,87.480003,87.709999,87.070000,87.150002,64.834480,99300
2015-06-26,85.919998,86.190002,85.120003,85.449997,63.569778,116800
2015-06-29,84.300003,84.470001,83.500000,83.519997,62.133976,113600
2015-06-30,85.629997,86.529999,85.449997,85.709999,63.763210,151600
2015-07-01,85.360001,85.900002,83.800003,84.169998,62.617546,253800
2015-07-02,84.639999,85.360001,84.209999,84.320000,62.729126,113400
2015-07-06,83.660004,84.120003,82.669998,82.930000,61.695057,155500
2015-07-07,80.389999,81.139999,78.480003,80.989998,60.251801,270300
2015-07-08,80.000000,80.400002,78.000000,78.440002,58.354755,421100
2015-07-09,79.550003,80.000000,78.550003,78.599998,58.473789,182900
2015-07-10,80.410004,80.440002,79.400002,80.070000,59.567379,108100
2015-07-13,80.000000,80.410004,79.370003,79.550003,59.180531,91900
2015-07-14,78.699997,79.010002,78.550003,78.739998,58.577938,139100
2015-07-15,79.660004,80.050003,78.980003,79.129997,58.868073,136500
2015-07-16,79.709999,80.190002,79.709999,79.919998,59.455791,106900
2015-07-17,79.820000,79.849998,79.150002,79.300003,58.994545,83200
2015-07-20,78.790001,78.930000,78.120003,78.430000,58.347313,119500
2015-07-21,78.709999,79.570000,78.459999,78.620003,58.488667,130100
